"lag","interaction_estimate","interaction_se","interaction_p","interaction_conf_low","interaction_conf_high","pre_slope","pre_slope_vs_minus1_p","post_slope","post_slope_vs_minus1_p"
1,-0.0612064199953553,0.0375120605997148,0.102873124322763,-0.134762392529877,0.0123495525391667,-0.850936443698603,0.00000288348782206594,-0.912142863693958,0.0000151899865692858
5,-0.0612064199953553,0.0376773789543032,0.104391107292676,-0.135086559002077,0.0126737190113667,-0.850936443698603,0.00000495386454357664,-0.912142863693958,0.0000480479562800911
10,-0.0612064199953553,0.0378899359995555,0.106349068744019,-0.135503354025668,0.0130905140349574,-0.850936443698603,0.0000149752850573665,-0.912142863693958,0.0000913413852740277
